province_state,confirmed,recovered,deaths,active,incident_rate,date,n,s(t),i(t),r(t)
delaware,104909,,1626,,10773.55498868309,2021-05-03,973763.9999999999,868854.9999999999,,
diamond princess,49,,0,,,2021-05-03,,,,
district of columbia,47800,,1106,,6772.946189084221,2021-05-03,705749.0,657949.0,,
florida,2242778,,35268,,10442.338501491102,2021-05-03,21477737.0,19234959.0,,
georgia,1102789,,20212,,10386.597576455228,2021-05-03,10617423.0,9514634.0,,
grand princess,103,,3,,,2021-05-03,,,,
guam,7981,,136,,4859.67764523927,2021-05-03,164229.0,156248.0,,
hawaii,34082,,483,,2407.138498395336,2021-05-03,1415871.9999999995,1381789.9999999995,,
idaho,187656,,2046,,10500.7932000235,2021-05-03,1787065.0000000005,1599409.0000000005,,
illinois,1339728,,24358,,10572.497828054862,2021-05-03,12671821.0,11332093.0,,
indiana,722646,,13349,,10734.142784125115,2021-05-03,6732219.0,6009573.0,,
iowa,365524,,5959,,11585.289708310753,2021-05-03,3155069.9999999995,2789545.9999999995,,
kansas,310190,,4983,,10661.39798181727,2021-05-03,2909468.3504829365,2599278.3504829365,,
kentucky,445139,,6517,,9963.553733677463,2021-05-03,4467673.000000001,4022534.000000001,,
louisiana,458581,,10382,,9864.51539904758,2021-05-03,4648794.000000001,4190213.000000001,,
maine,61847,,789,,4600.985558825542,2021-05-03,1344212.0,1282365.0,,
maryland,448989,,8776,,7426.608752034511,2021-05-03,6045680.0,5596691.0,,
massachusetts,691172,,14165,,10027.881017969814,2021-05-03,6892503.0,6201331.0,,
michigan,940175,,18893,,9414.122981835026,2021-05-03,9986857.0,9046682.0,,
minnesota,579235,,7253,,10270.794264590311,2021-05-03,5639632.000000001,5060397.000000001,,
mississippi,311900,,7199,,10479.98604908558,2021-05-03,2976149.0,2664249.0,,
missouri,593474,,9148,,9669.750911945524,2021-05-03,6137428.0,5543954.0,,
montana,109030,,1574,,10201.370162933745,2021-05-03,1068777.9999999998,959747.9999999998,,
nebraska,220127,,2245,,11379.553847998974,2021-05-03,1934408.0000000002,1714281.0000000002,,
nevada,315438,,5464,,10240.974807769477,2021-05-03,3080156.0,2764718.0,,
new hampshire,95377,,1305,,7014.505288256108,2021-05-03,1359711.0,1264334.0,,
new jersey,1000010,,25600,,11258.59726036034,2021-05-03,8882189.999999998,7882179.999999998,,
new mexico,197733,,4067,,9430.096588706088,2021-05-03,2096829.0000000002,1899096.0000000002,,
new york,2054848,,52157,,10562.837312921783,2021-05-03,19453561.0,17398713.0,,
north carolina,969752,,12651,,9246.226479498067,2021-05-03,10488083.999999998,9518331.999999998,,
north dakota,107551,,1525,,14133.758145662689,2021-05-03,760951.1843317117,653400.1843317117,,
northern mariana islands,168,,2,,304.65689830262585,2021-05-03,55144.0,54976.0,,
ohio,1075004,,19889,,9196.636182426362,2021-05-03,11689100.000000002,10614096.000000002,,
oklahoma,448305,,6788,,11329.49925587021,2021-05-03,3956970.9999999995,3508665.9999999995,,
oregon,186344,,2501,,4418.103831509646,2021-05-03,4217737.0,4031393.0,,
pennsylvania,1168402,,26258,,9126.722417899282,2021-05-03,12801988.999999998,11633586.999999998,,
puerto rico,133047,,2315,,4165.928232322821,2021-05-03,3193694.0000000005,3060647.0000000005,,
rhode island,148186,,2671,,13988.243856437985,2021-05-03,1059361.0,911175.0,,
south carolina,580273,,9520,,11270.251173399804,2021-05-03,5148714.0,4568441.0,,
south dakota,122660,,1967,,13865.229427383883,2021-05-03,884659.0000000001,761999.0000000001,,
tennessee,842894,,12138,,12350.278379200765,2021-05-03,6824898.792722979,5982004.792722979,,
texas,2937903,,50241,,10123.26543897735,2021-05-03,29021297.699932545,26083394.699932545,,
utah,398012,,2204,,12414.760268225598,2021-05-03,3205958.0,2807946.0,,
vermont,23126,,247,,3706.155076451668,2021-05-03,623989.0000000001,600863.0000000001,,
virgin islands,3138,,27,,2925.3831524779057,2021-05-03,107268.0,104130.0,,
virginia,661314,,10791,,7747.7889745193,2021-05-03,8535519.0,7874205.0,,
washington,404709,,5499,,5314.703699710554,2021-05-03,7614893.0,7210184.0,,
west virginia,153918,,2686,,8588.469584247274,2021-05-03,1792147.0,1638229.0,,
wisconsin,661685,,7567,,11364.40533288999,2021-05-03,5822434.0,5160749.0,,
wyoming,58142,,707,,10045.977686740076,2021-05-03,578759.0,520617.0,,
alabama,528784,,10913,,10784.500278900348,2021-05-04,4903185.0,4374401.0,,
alaska,68426,,348,,9353.62827987342,2021-05-04,731545.0,663119.0,,
american samoa,0,,0,,0.0,2021-05-04,,,,
arizona,864579,,17344,,11878.178530639398,2021-05-04,7278717.0,6414138.0,,
arkansas,336166,,5747,,11139.424561701158,2021-05-04,3017804.0,2681638.0,,
california,3809546,,61039,,9646.118873139583,2021-05-04,39493044.30207673,35683498.30207673,,
colorado,530664,,6506,,8938.089886391735,2021-05-04,5937107.444040558,5406443.444040558,,
connecticut,340545,,8112,,9551.685460385095,2021-05-04,3565287.0000000005,3224742.0000000005,,
delaware,105067,,1626,,10789.780686079996,2021-05-04,973763.9999999999,868696.9999999999,,
diamond princess,49,,0,,,2021-05-04,,,,
district of columbia,47903,,1106,,6787.540612880784,2021-05-04,705749.0,657846.0,,
florida,2245853,,35307,,10456.655652315698,2021-05-04,21477737.0,19231884.0,,
georgia,1103659,,20227,,10394.791655187892,2021-05-04,10617423.000000002,9513764.000000002,,
grand princess,103,,3,,,2021-05-04,,,,
guam,7989,,136,,4864.548892095793,2021-05-04,164229.0,156240.0,,
hawaii,34156,,484,,2412.364959544366,2021-05-04,1415872.0,1381716.0,,
idaho,188024,,2052,,10521.385623914071,2021-05-04,1787065.0,1599041.0,,
illinois,1341777,,24389,,10588.66756403835,2021-05-04,12671821.0,11330044.0,,
indiana,723443,,13350,,10745.981377017,2021-05-04,6732218.999999999,6008775.999999999,,
iowa,365754,,5959,,11592.579562418585,2021-05-04,3155069.9999999995,2789315.9999999995,,
kansas,310687,,4986,,10678.835168471369,2021-05-04,2909371.6224526535,2598684.6224526535,,
kentucky,445449,,6525,,9970.49246889824,2021-05-04,4467673.0,4022224.0,,
louisiana,459340,,10393,,9880.842214131237,2021-05-04,4648793.999999999,4189453.999999999,,
maine,62092,,790,,4619.211850511675,2021-05-04,1344212.0,1282120.0,,
maryland,449509,,8788,,7435.209935027987,2021-05-04,6045680.0,5596171.0,,
massachusetts,691735,,14179,,10036.049313290108,2021-05-04,6892502.999999999,6200767.999999999,,
michigan,945732,,18922,,9469.76611360311,2021-05-04,9986857.0,9041125.0,,
minnesota,580340,,7256,,10290.38774161151,2021-05-04,5639632.0,5059292.0,,
mississippi,312400,,7207,,10496.786283213643,2021-05-04,2976149.0,2663749.0,,
missouri,593831,,9150,,9675.567680793974,2021-05-04,6137428.0,5543597.0,,
montana,109092,,1574,,10207.17118054451,2021-05-04,1068778.0,959686.0,,
nebraska,220225,,2245,,11384.619997435908,2021-05-04,1934408.0,1714183.0,,
nevada,316239,,5473,,10266.979984130674,2021-05-04,3080156.0,2763917.0,,
new hampshire,95506,,1305,,7023.992598427166,2021-05-04,1359711.0,1264205.0,,
new jersey,1000993,,25616,,11269.664350796367,2021-05-04,8882190.000000002,7881197.000000002,,
new mexico,198372,,4073,,9460.571176762624,2021-05-04,2096829.0000000005,1898457.0000000005,,
new york,2057276,,52219,,10575.318318327429,2021-05-04,19453560.999999996,17396284.999999996,,
north carolina,974319,,12691,,9289.771134556133,2021-05-04,10488083.999999998,9513764.999999998,,
north dakota,107700,,1525,,14140.975406200543,2021-05-04,761616.4861780019,653916.4861780019,,
northern mariana islands,168,,2,,304.65689830262585,2021-05-04,55144.0,54976.0,,
ohio,1075999,,19906,,9205.148386103292,2021-05-04,11689100.000000002,10613101.000000002,,
oklahoma,448872,,6788,,11343.82839803476,2021-05-04,3956970.9999999995,3508098.9999999995,,
oregon,186878,,2502,,4430.764649384255,2021-05-04,4217737.0,4030859.0,,
pennsylvania,1170072,,26274,,9139.767265852204,2021-05-04,12801989.0,11631917.0,,
puerto rico,133507,,2323,,4180.331615990762,2021-05-04,3193694.0,3060187.0,,
rhode island,148669,,2678,,14033.83737932584,2021-05-04,1059361.0,910692.0,,
south carolina,580794,,9524,,11280.3702050648,2021-05-04,5148713.999999999,4567919.999999999,,
south dakota,122745,,1970,,13874.837649308944,2021-05-04,884659.0,761914.0,,
tennessee,843551,,12151,,12359.88422611578,2021-05-04,6824910.206016505,5981359.206016505,,
texas,2939455,,50282,,10128.579986929868,2021-05-04,29021392.967159607,26081937.967159607,,
utah,398240,,2204,,12421.872027019692,2021-05-04,3205958.0,2807718.0,,
vermont,23158,,248,,3711.283371982519,2021-05-04,623989.0,600831.0,,
virgin islands,3138,,27,,2925.3831524779057,2021-05-04,107268.0,104130.0,,
virginia,661925,,10807,,7754.947297287957,2021-05-04,8535519.0,7873594.0,,
washington,407191,,5507,,5347.297723027757,2021-05-04,7614893.0,7207702.0,,
west virginia,154207,,2686,,8604.595493561634,2021-05-04,1792146.9999999998,1637939.9999999998,,
wisconsin,662069,,7567,,11371.00051284394,2021-05-04,5822434.0,5160365.0,,
wyoming,58290,,707,,10071.549643288485,2021-05-04,578759.0,520469.0,,
alabama,528784,,10913,,10784.500278900348,2021-05-05,4903185.0,4374401.0,,
alaska,68518,,348,,9366.204403010068,2021-05-05,731545.0,663027.0,,
american samoa,0,,0,,0.0,2021-05-05,,,,
arizona,865280,,17355,,11887.809348817931,2021-05-05,7278717.0,6413437.0,,
arkansas,336462,,5752,,11149.233018446526,2021-05-05,3017804.0,2681342.0,,
california,3811172,,61090,,9650.244178870927,2021-05-05,39493011.050896585,35681839.050896585,,
colorado,532010,,6515,,8964.467202524998,2021-05-05,5934652.757167209,5402642.757167209,,
connecticut,340962,,8117,,9563.381573489034,2021-05-05,3565287.0000000005,3224325.0000000005,,
delaware,105204,,1626,,10803.849803443134,2021-05-05,973764.0,868560.0,,
diamond princess,49,,0,,,2021-05-05,,,,
district of columbia,47986,,1106,,6799.301167978984,2021-05-05,705749.0,657763.0,,
florida,2249535,,35399,,10473.798985433148,2021-05-05,21477737.0,19228202.0,,
georgia,1104837,,20241,,10405.886626161546,2021-05-05,10617423.0,9512586.0,,
grand princess,103,,3,,,2021-05-05,,,,
guam,8004,,137,,4873.682479951774,2021-05-05,164229.0,156225.0,,
hawaii,34234,,484,,2417.873932106857,2021-05-05,1415872.0,1381638.0,,
idaho,188233,,2052,,10533.080777699748,2021-05-05,1787065.0,1598832.0,,
illinois,1343988,,24410,,10606.115727171336,2021-05-05,12671820.999999998,11327832.999999998,,
indiana,724214,,13363,,10757.433767380411,2021-05-05,6732219.000000002,6008005.000000002,,
iowa,366131,,5960,,11604.528584151858,2021-05-05,3155070.0,2788939.0,,
kansas,310701,,4986,,10678.835168471369,2021-05-05,2909502.7228936576,2598801.7228936576,,
kentucky,446221,,6532,,9987.77215789965,2021-05-05,4467673.0,4021452.0,,
louisiana,460337,,10405,,9902.288636579724,2021-05-05,4648794.0,4188457.0,,
maine,62510,,790,,4650.308135919036,2021-05-05,1344212.0,1281702.0,,
maryland,450010,,8803,,7443.496844027471,2021-05-05,6045680.0,5595670.0,,
massachusetts,692589,,14185,,10048.43958718625,2021-05-05,6892503.000000001,6199914.000000001,,
michigan,948852,,19055,,9501.00717372843,2021-05-05,9986857.0,9038005.0,,
minnesota,581335,,7267,,10308.030736757291,2021-05-05,5639632.0,5058297.0,,
mississippi,312608,,7221,,10503.775180610915,2021-05-05,2976149.0000000005,2663541.0000000005,,
missouri,594380,,9209,,9684.51279591386,2021-05-05,6137427.999999998,5543047.999999998,,
montana,109315,,1577,,10228.036130983235,2021-05-05,1068778.0,959463.0,,
nebraska,220481,,2244,,11397.854020454835,2021-05-05,1934408.0000000002,1713927.0000000002,,
nevada,316715,,5480,,10282.433746862172,2021-05-05,3080156.0,2763441.0,,
new hampshire,95714,,1307,,7039.289966764996,2021-05-05,1359711.0,1263997.0,,
new jersey,1001997,,25658,,11280.967869410584,2021-05-05,8882190.0,7880193.0,,
new mexico,198576,,4083,,9470.30015323138,2021-05-05,2096829.0,1898253.0,,
new york,2059485,,52279,,10586.673565831985,2021-05-05,19453560.999999996,17394075.999999996,,
north carolina,975300,,12700,,9299.124606553494,2021-05-05,10488084.0,9512784.0,,
north dakota,107869,,1525,,14160.527621112193,2021-05-05,761758.3389984432,653889.3389984432,,
northern mariana islands,168,,2,,304.65689830262585,2021-05-05,55144.0,54976.0,,
ohio,1077284,,19923,,9216.141533565458,2021-05-05,11689100.0,10611816.0,,
oklahoma,449041,,6788,,11348.099341642888,2021-05-05,3956971.0,3507930.0,,
oregon,187611,,2508,,4448.143637215881,2021-05-05,4217737.0,4030126.0,,
pennsylvania,1173383,,26325,,9165.630434458271,2021-05-05,12801988.999999998,11628605.999999998,,
puerto rico,133705,,2337,,4186.5313333087015,2021-05-05,3193694.0,3059989.0,,
rhode island,148929,,2681,,14058.380476532551,2021-05-05,1059361.0,910432.0,,
south carolina,581221,,9524,,11288.66353811845,2021-05-05,5148714.0,4567493.0,,
south dakota,122974,,1973,,13900.7233295541,2021-05-05,884659.0,761685.0,,
tennessee,844401,,12162,,12372.374755717165,2021-05-05,6824890.262961117,5980489.262961117,,
texas,2943605,,50330,,10142.902710905732,2021-05-05,29021327.364552278,26077722.364552278,,
utah,398499,,2217,,12429.95073547439,2021-05-05,3205958.0,2807459.0,,
vermont,23191,,248,,3716.571926748709,2021-05-05,623989.0,600798.0,,
virgin islands,3152,,27,,2938.43457508297,2021-05-05,107268.0,104116.0,,
virginia,662696,,10823,,7763.980139930565,2021-05-05,8535519.0,7872823.0,,
washington,408607,,5528,,5365.892862841277,2021-05-05,7614893.0,7206286.0,,
west virginia,154551,,2695,,8623.790347555196,2021-05-05,1792146.9999999998,1637595.9999999998,,
wisconsin,662893,,7582,,11385.15266982846,2021-05-05,5822434.0,5159541.0,,
wyoming,58367,,710,,10084.853972033265,2021-05-05,578759.0,520392.0,,
alabama,529446,,10930,,10798.00170705368,2021-05-06,4903185.0,4373739.0,,
alaska,68666,,348,,9386.435557621198,2021-05-06,731545.0,662879.0,,
american samoa,0,,0,,0.0,2021-05-06,,,,
arizona,866022,,17360,,11898.003453081086,2021-05-06,7278717.0,6412695.0,,
arkansas,336760,,5754,,11159.107748548282,2021-05-06,3017804.0,2681044.0,,
california,3812746,,61148,,9654.235348894445,2021-05-06,39492987.91888906,35680241.91888906,,
colorado,533396,,6529,,8992.44209145896,2021-05-06,5931603.390658703,5398207.390658703,,
connecticut,341571,,8124,,9580.4629473027,2021-05-06,3565287.0,3223716.0,,
delaware,105401,,1628,,10824.080578045605,2021-05-06,973764.0,868363.0,,
diamond princess,49,,0,,,2021-05-06,,,,
district of columbia,48041,,1109,,6807.094306899478,2021-05-06,705749.0,657708.0,,
florida,2253929,,35478,,10494.257379164295,2021-05-06,21477737.0,19223808.0,,
georgia,1105855,,20273,,10415.474640126891,2021-05-06,10617423.000000002,9511568.000000002,,
grand princess,103,,3,,,2021-05-06,,,,
guam,8016,,138,,4880.98935023656,2021-05-06,164229.0,156213.0,,
hawaii,34296,,485,,2422.2528590155043,2021-05-06,1415872.0,1381576.0,,
idaho,188435,,2052,,10544.384227770115,2021-05-06,1787065.0,1598630.0,,
illinois,1346398,,24443,,10625.134303901546,2021-05-06,12671821.0,11325423.0,,
indiana,725353,,13373,,10774.352408915993,2021-05-06,6732218.999999998,6006865.999999998,,
iowa,366570,,5962,,11618.44269699246,2021-05-06,3155069.9999999995,2788499.9999999995,,
kansas,311185,,5000,,10695.791802737363,2021-05-06,2909415.2704090476,2598230.2704090476,,
kentucky,446929,,6542,,10003.619333823222,2021-05-06,4467673.0,4020744.0,,
louisiana,460803,,10418,,9912.312741756248,2021-05-06,4648794.0,4187991.0,,
maine,62858,,791,,4676.196909416074,2021-05-06,1344212.0,1281354.0,,
maryland,450689,,8813,,7454.728004128568,2021-05-06,6045680.0,5594991.0,,
massachusetts,693608,,14197,,10063.223766460456,2021-05-06,6892503.000000001,6198895.000000001,,
michigan,951899,,19100,,9531.517273152103,2021-05-06,9986857.0,9034958.0,,
minnesota,582576,,7284,,10330.035718642635,2021-05-06,5639632.0,5057056.0,,
mississippi,312712,,7223,,10507.269629309554,2021-05-06,2976149.0,2663437.0,,
missouri,594984,,9215,,9694.354051892748,2021-05-06,6137428.0,5542444.0,,
montana,109455,,1578,,10241.135203007549,2021-05-06,1068777.9999999998,959322.9999999998,,
nebraska,220720,,2245,,11410.209221632666,2021-05-06,1934408.0,1713688.0,,
nevada,317088,,5487,,10294.543523120255,2021-05-06,3080156.0000000005,2763068.0000000005,,
new hampshire,95881,,1308,,7051.571988459313,2021-05-06,1359711.0,1263830.0,,
new jersey,1004525,,25707,,11309.429318670283,2021-05-06,8882190.0,7877665.0,,
new mexico,198781,,4085,,9480.076820761256,2021-05-06,2096828.9999999995,1898047.9999999995,,
new york,2061887,,52334,,10599.020919614666,2021-05-06,19453561.0,17391674.0,,
north carolina,976768,,12721,,9313.121443344657,2021-05-06,10488084.0,9511316.0,,
north dakota,108006,,1528,,14182.704294401245,2021-05-06,761533.186887612,653527.186887612,,
northern mariana islands,168,,2,,304.65689830262585,2021-05-06,55144.0,54976.0,,
ohio,1078734,,19942,,9228.546252491638,2021-05-06,11689099.999999998,10610365.999999998,,
oklahoma,449266,,6832,,11353.785509168503,2021-05-06,3956971.0,3507705.0,,
oregon,188417,,2509,,4467.253411011639,2021-05-06,4217737.0,4029320.0,,
pennsylvania,1176190,,26374,,9187.55671481986,2021-05-06,12801989.0,11625799.0,,
puerto rico,133846,,2348,,4190.946283519961,2021-05-06,3193694.0000000005,3059848.0000000005,,
rhode island,149197,,2682,,14083.678745961008,2021-05-06,1059361.0,910164.0,,
south carolina,581835,,9536,,11300.588846069137,2021-05-06,5148713.999999999,4566878.999999999,,
south dakota,123073,,1976,,13911.914082149167,2021-05-06,884659.0,761586.0,,
tennessee,845606,,12178,,12390.004999140452,2021-05-06,6824904.429487021,5979298.429487021,,
texas,2946098,,50391,,10151.53842023286,2021-05-06,29021197.359881748,26075099.359881748,,
utah,398979,,2219,,12444.922859251432,2021-05-06,3205958.0,2806979.0,,
vermont,23247,,248,,3725.5464439276975,2021-05-06,623989.0,600742.0,,
virgin islands,3152,,27,,2938.43457508297,2021-05-06,107268.0,104116.0,,
virginia,663538,,10844,,7773.844800767241,2021-05-06,8535519.0,7871981.0,,
washington,409933,,5539,,5383.306108175125,2021-05-06,7614893.0,7204960.0,,
west virginia,154956,,2707,,8646.388940192965,2021-05-06,1792147.0,1637191.0,,
wisconsin,663668,,7596,,11398.463254370938,2021-05-06,5822434.0,5158766.0,,
wyoming,58438,,710,,10097.121599836892,2021-05-06,578759.0,520321.0,,
alabama,530011,,10946,,10809.524829269138,2021-05-07,4903185.0,4373174.0,,
alaska,68762,,349,,9399.558468720312,2021-05-07,731545.0,662783.0,,
american samoa,0,,0,,0.0,2021-05-07,,,,
arizona,866623,,17367,,11906.26040276054,2021-05-07,7278717.000000001,6412094.000000001,,
arkansas,336948,,5757,,11165.33744404872,2021-05-07,3017803.9999999995,2680855.9999999995,,
california,3815535,,61232,,9661.304047610784,2021-05-07,39492960.589968935,35677425.589968935,,
colorado,534712,,6536,,9019.583464149076,2021-05-07,5928344.719302908,5393632.719302908,,
connecticut,342282,,8131,,9600.405240868407,2021-05-07,3565287.0,3223005.0,,
delaware,105572,,1629,,10841.6413011777,2021-05-07,973763.9999999998,868191.9999999998,,
diamond princess,49,,0,,,2021-05-07,,,,
district of columbia,48080,,1110,,6812.620350861283,2021-05-07,705749.0,657669.0,,
florida,2258433,,35549,,10515.22793113632,2021-05-07,21477737.0,19219304.0,,
georgia,1107068,,20294,,10426.899257946114,2021-05-07,10617423.0,9510355.0,,
grand princess,103,,3,,,2021-05-07,,,,
guam,8020,,139,,4883.424973664822,2021-05-07,164229.0,156209.0,,
hawaii,34424,,486,,2431.29322424626,2021-05-07,1415871.9999999998,1381447.9999999998,,
idaho,188601,,2053,,10553.673201590316,2021-05-07,1787065.0000000002,1598464.0000000002,,
illinois,1348176,,24483,,10639.165436443584,2021-05-07,12671821.000000004,11323645.000000004,,
indiana,726600,,13379,,10792.87527633905,2021-05-07,6732219.0,6005619.0,,
iowa,366959,,5980,,11630.772058940056,2021-05-07,3155070.0,2788111.0,,
kansas,311201,,5000,,10695.8947782491,2021-05-07,2909536.8499029223,2598335.8499029223,,
kentucky,447582,,6548,,10018.235443820531,2021-05-07,4467673.0,4020091.0,,
louisiana,461210,,10425,,9921.067700569223,2021-05-07,4648794.0,4187584.0,,
maine,63176,,793,,4699.853892094402,2021-05-07,1344212.0,1281036.0,,
maryland,451267,,8822,,7464.288549840548,2021-05-07,6045680.0,5594413.0,,
massachusetts,694769,,14204,,10080.068155211538,2021-05-07,6892503.000000001,6197734.000000001,,
michigan,956012,,19223,,9572.701401451928,2021-05-07,9986857.0,9030845.0,,
minnesota,584227,,7297,,10359.310678427244,2021-05-07,5639632.0,5055405.0,,
mississippi,312926,,7226,,10514.460129516365,2021-05-07,2976149.0,2663223.0,,
missouri,595629,,9219,,9704.86334014835,2021-05-07,6137428.0,5541799.0,,
montana,109588,,1580,,10253.579321430643,2021-05-07,1068778.0,959190.0,,
nebraska,220933,,2249,,11421.220342347631,2021-05-07,1934408.0000000002,1713475.0000000002,,
nevada,317482,,5490,,10307.335083028262,2021-05-07,3080156.0,2762674.0,,
new hampshire,96134,,1311,,7070.178883601,2021-05-07,1359711.0,1263577.0,,
new jersey,1005938,,25740,,11325.337557516785,2021-05-07,8882190.0,7876252.0,,
new mexico,199054,,4089,,9493.09648044738,2021-05-07,2096829.0,1897775.0,,
new york,2064530,,52368,,10612.607121133247,2021-05-07,19453561.0,17389031.0,,
north carolina,978566,,12738,,9330.26470802484,2021-05-07,10488084.0,9509518.0,,
north dakota,108127,,1530,,14200.68183428645,2021-05-07,761421.1856992367,653294.1856992367,,
northern mariana islands,168,,2,,304.65689830262585,2021-05-07,55144.0,54976.0,,
ohio,1080121,,19956,,9240.41200776792,2021-05-07,11689100.0,10608979.0,,
oklahoma,449414,,6832,,11357.525743807571,2021-05-07,3956971.000000001,3507557.000000001,,
oregon,189162,,2514,,4484.916911604493,2021-05-07,4217737.0,4028575.0,,
pennsylvania,1178659,,26434,,9206.84278044607,2021-05-07,12801989.0,11623330.0,,
puerto rico,134368,,2355,,4207.290992812712,2021-05-07,3193693.9999999995,3059325.9999999995,,
rhode island,149384,,2685,,14101.330896644298,2021-05-07,1059361.0,909977.0,,
south carolina,582506,,9558,,11313.621226582016,2021-05-07,5148714.0,4566208.0,,
south dakota,123157,,1977,,13921.409266169225,2021-05-07,884659.0,761502.0,,
tennessee,846392,,12189,,12401.543729885929,2021-05-07,6824892.274986037,5978500.274986037,,
texas,2948459,,50446,,10159.677507298364,2021-05-07,29021186.921355803,26072727.921355803,,
utah,399374,,2219,,12457.243669442956,2021-05-07,3205958.0,2806584.0,,
vermont,23296,,249,,3733.3991464593128,2021-05-07,623989.0,600693.0,,
virgin islands,3152,,27,,2938.43457508297,2021-05-07,107268.0,104116.0,,
virginia,664394,,10861,,7783.873482092888,2021-05-07,8535519.0,7871125.0,,
washington,411075,,5553,,5398.303035906086,2021-05-07,7614893.0,7203818.0,,
west virginia,155341,,2713,,8667.871552947387,2021-05-07,1792147.0,1636806.0,,
wisconsin,664461,,7614,,11412.082987973758,2021-05-07,5822434.0,5157973.0,,
wyoming,58527,,710,,10112.499330463976,2021-05-07,578759.0,520232.0,,
alabama,530325,,10966,,10815.928829934011,2021-05-08,4903185.0,4372860.0,,
alaska,68880,,349,,9415.68871361297,2021-05-08,731545.0,662665.0,,
american samoa,0,,0,,0.0,2021-05-08,,,,
arizona,867443,,17391,,11917.526124452976,2021-05-08,7278717.000000001,6411274.000000001,,
arkansas,337170,,5759,,11172.693786607746,2021-05-08,3017804.0,2680634.0,,
california,3817675,,61302,,9666.722624034594,2021-05-08,39492961.04253604,35675286.04253604,,
colorado,535878,,6544,,9043.929084437974,2021-05-08,5925278.659273141,5389400.659273141,,
connecticut,342718,,8137,,9612.634270396746,2021-05-08,3565286.9999999995,3222568.9999999995,,
delaware,105775,,1629,,10862.4882415041,2021-05-08,973764.0000000002,867989.0000000002,,
diamond princess,49,,0,,,2021-05-08,,,,
district of columbia,48136,,1110,,6820.555183216696,2021-05-08,705749.0,657613.0,,
florida,2262598,,35635,,10534.620104529637,2021-05-08,21477736.999999996,19215138.999999996,,
georgia,1108317,,20337,,10438.662941092203,2021-05-08,10617423.0,9509106.0,,
grand princess,103,,3,,,2021-05-08,,,,
guam,8034,,139,,4891.949655663738,2021-05-08,164229.0,156195.0,,
hawaii,34469,,486,,2434.471477647697,2021-05-08,1415872.0,1381403.0,,
idaho,188788,,2061,,10564.137286556448,2021-05-08,1787065.0,1598277.0,,
illinois,1351497,,24524,,10665.373193008329,2021-05-08,12671821.0,11320324.0,,
indiana,727764,,13397,,10810.165266459691,2021-05-08,6732219.0,6004455.0,,
iowa,367300,,5983,,11641.580060030365,2021-05-08,3155070.0,2787770.0,,
kansas,311636,,5017,,10711.169479156726,2021-05-08,2909448.875834001,2597812.875834001,,
kentucky,448215,,6559,,10032.403893481014,2021-05-08,4467673.0,4019458.0,,
louisiana,461773,,10433,,9933.178368411249,2021-05-08,4648794.0,4187021.0,,
maine,63464,,794,,4721.279083954019,2021-05-08,1344212.0,1280748.0,,
maryland,452035,,8833,,7476.991835492451,2021-05-08,6045680.0,5593645.0,,
massachusetts,695745,,14210,,10094.228468235704,2021-05-08,6892503.000000001,6196758.000000001,,
michigan,959379,,19253,,9606.415712170508,2021-05-08,9986856.999999996,9027477.999999996,,
minnesota,585677,,7309,,10385.021575875871,2021-05-08,5639632.000000001,5053955.000000001,,
mississippi,313166,,7228,,10522.524241897836,2021-05-08,2976148.9999999995,2662982.9999999995,,
missouri,596224,,9221,,9714.557954895765,2021-05-08,6137428.0,5541204.0,,
montana,109737,,1592,,10267.520476656518,2021-05-08,1068778.0,959041.0,,
nebraska,221153,,2254,,11432.593330879525,2021-05-08,1934408.0,1713255.0,,
nevada,317980,,5498,,10323.50309529777,2021-05-08,3080156.0,2762176.0,,
new hampshire,96337,,1311,,7085.108526738402,2021-05-08,1359711.0,1263374.0,,
new jersey,1007776,,25769,,11346.030652350377,2021-05-08,8882190.0,7874414.0,,
new mexico,199333,,4098,,9506.402286500235,2021-05-08,2096828.9999999998,1897495.9999999998,,
new york,2066989,,52407,,10625.247480397034,2021-05-08,19453561.0,17386572.0,,
north carolina,980498,,12780,,9348.685613120566,2021-05-08,10488084.0,9507586.0,,
north dakota,108227,,1529,,14216.822253307471,2021-05-08,761260.1330428924,653033.1330428924,,
northern mariana islands,169,,2,,306.4703322210939,2021-05-08,55143.99999999999,54974.99999999999,,
ohio,1081518,,19969,,9252.3633128299,2021-05-08,11689100.0,10607582.0,,
oklahoma,449648,,6832,,11363.439358034211,2021-05-08,3956971.000000001,3507323.000000001,,
oregon,189986,,2522,,4504.453454542092,2021-05-08,4217737.0,4027751.0,,
pennsylvania,1181736,,26470,,9230.878108081486,2021-05-08,12801989.0,11620253.0,,
puerto rico,134888,,2367,,4223.573078698209,2021-05-08,3193694.0,3058806.0,,
rhode island,149577,,2687,,14119.549426493895,2021-05-08,1059361.0,909784.0,,
south carolina,583373,,9566,,11330.460382922804,2021-05-08,5148714.0,4565341.0,,
south dakota,123233,,1980,,13930.000146949276,2021-05-08,884659.0,761426.0,,
tennessee,847421,,12191,,12416.626080987247,2021-05-08,6824889.422236845,5977468.422236845,,
texas,2951382,,50501,,10169.768595753309,2021-05-08,29021132.31202171,26069750.31202171,,
utah,399760,,2223,,12469.28375231366,2021-05-08,3205958.0,2806198.0,,
